id_venta;fecha;cliente;producto;categoria;ciudad;cantidad;precio_unitario;valor;canal
2968;3/04/2026;1185;Escritorio;Oficina;Bogota;3;900000;2700000;Tienda
2971;21/05/2026;1223;Bolígrafo;Papelería;Barranquilla;1;5000;5000;Web
2972;21/08/2026;1276;Mochila;Accesorios;Cartagena;4;160000;640000;App
2973;23/01/2026;1209;Audífonos;Tecnología;Cali;5;220000;1100000;Tienda
2976;3/06/2026;1297;Laptop;Tecnología;Pereira;3;3200000;9600000;Web
2977;22/07/2026;1021;Audífonos;Tecnología;Bogota;2;220000;440000;Web
2978;19/08/2026;1221;Mouse;Tecnología;Barranquilla;1;90000;90000;Tienda
2979;8/02/2026;1009;Audífonos;Tecnología;Cartagena;5;220000;1100000;Distribuidor
2981;20/04/2026;1060;Bolígrafo;Papelería;Bucaramanga;2;5000;10000;App
2982;19/07/2026;1091;Bolígrafo;Papelería;Bucaramanga;5;5000;25000;App
2985;13/05/2026;1132;Teclado;Tecnología;Bucaramanga;4;180000;720000;App
2986;24/03/2026;1186;Escritorio;Oficina;Medellin;1;900000;900000;Web
2987;28/05/2026;1040;Audífonos;Tecnología;Cartagena;2;220000;440000;Tienda
2988;4/03/2026;1139;Laptop;Tecnología;Medellin;2;3200000;6400000;Tienda
2989;28/02/2026;1257;Cuaderno;Papelería;Cali;5;18000;90000;Tienda
2990;27/08/2026;1143;Bolígrafo;Papelería;Bogota;1;5000;5000;Distribuidor
2991;2/07/2026;1199;Monitor;Tecnología;Cali;2;850000;1700000;Web
2993;25/03/2026;1268;Teclado;Tecnología;Cali;5;180000;900000;Web
2994;10/04/2026;1016;Cuaderno;Papelería;Pereira;3;18000;54000;App
2995;19/07/2026;1109;Escritorio;Oficina;Bogota;2;900000;1800000;Distribuidor
2996;8/04/2026;1035;Mochila;Accesorios;Bucaramanga;2;160000;320000;Distribuidor
2999;7/04/2026;1009;Laptop;Tecnología;Cartagena;3;3200000;9600000;App
